opel 1.00
saab 1.00
saab 1.00
saab 1.00
opel 1.00
saab 1.00
opel 1.00
opel 1.00
saab 1.00
opel 1.00
opel 1.00
saab 1.00
saab 1.00
saab 1.00
opel 0.99
bus 1.00
bus 1.00
bus 1.00
saab 1.00
saab 1.00
opel 1.00
bus 1.00
opel 1.00
saab 1.00
saab 1.00
opel 1.00
opel 1.00
saab 0.98
bus 1.00
opel 1.00
saab 1.00
saab 1.00
opel 1.00
saab 1.00
bus 1.00
opel 1.00
opel 1.00
saab 1.00
saab 1.00
opel 1.00
opel 1.00
bus 1.00
bus 1.00
opel 1.00
saab 0.99
saab 1.00
opel 1.00
opel 1.00
saab 1.00
saab 1.00
saab 1.00
saab 1.00
bus 1.00
saab 1.00
saab 0.95
opel 1.00
saab 1.00
saab 1.00
saab 1.00
saab 1.00
opel 1.00
opel 1.00
bus 1.00
saab 1.00
saab 1.00
saab 0.98
saab 0.94
opel 0.79
opel 1.00
opel 1.00
bus 1.00
opel 1.00
opel 1.00
bus 1.00
bus 1.00
saab 1.00
opel 1.00
bus 1.00
saab 1.00
bus 1.00
opel 0.98
bus 1.00
opel 1.00
saab 1.00
bus 1.00
bus 1.00
saab 0.97
opel 1.00
opel 1.00
saab 1.00
bus 1.00
saab 1.00
opel 1.00
saab 1.00
saab 1.00
opel 1.00
opel 1.00
opel 1.00
bus 1.00
saab 1.00
saab 1.00
opel 1.00
saab 1.00
bus 1.00
saab 1.00
opel 1.00
bus 1.00
opel 1.00
bus 1.00
opel 1.00
saab 1.00
opel 0.98
opel 1.00
bus 0.99
bus 1.00
saab 1.00
saab 1.00
